target_id	length	eff_length	est_counts	tpm
ENSDART00000182229.1	2123	1914.35	305.33	5.94108
ENSDART00000026244.9	3333	3124.35	6677.46	79.6101
ENSDART00000157843.2	535	327.403	28.5443	3.24753
ENSDART00000148269.3	955	746.348	0	0
ENSDART00000137776.2	454	248.213	0	0
ENSDART00000133134.2	823	614.376	199.436	12.0917
ENSDART00000142581.2	608	399.599	0	0
ENSDART00000139460.3	3344	3135.35	763.681	9.07283
ENSDART00000133521.2	660	451.434	453.955	37.4571
ENSDART00000042578.7	2034	1825.35	430.32	8.78136
ENSDART00000046004.6	1413	1204.35	22.496	0.695776
ENSDART00000160489.2	2329	2120.35	77	1.3527
ENSDART00000168334.2	1360	1151.35	38.2871	1.23869
ENSDART00000162379.2	939	730.348	21.7452	1.10905
ENSDART00000110656.3	785	576.376	0	0
ENSDART00000133149.2	534	326.417	0	0
ENSDART00000160209.2	3067	2858.35	202	2.6324
ENSDART00000162706.2	310	118.415	6.78195	2.13335
ENSDART00000159384.2	784	575.376	5.13549	0.332466
ENSDART00000164563.2	962	753.348	53.1606	2.62852
ENSDART00000172618.2	3398	3189.35	1368.32	15.981
ENSDART00000183907.1	2409	2200.35	0.0125222	0.000211986
ENSDART00000157815.2	2445	2236.35	509.587	8.4878
ENSDART00000138884.3	896	687.376	0	0
ENSDART00000106527.5	1727	1518.35	91	2.23247
ENSDART00000057825.5	900	691.376	24.0656	1.29658
ENSDART00000151126.2	1641	1432.35	0	0
ENSDART00000188121.1	1642	1433.35	0	0
ENSDART00000123089.3	870	661.376	434.95	24.4967
ENSDART00000103463.6	6764	6555.35	3866.05	21.9679
ENSDART00000137859.2	1440	1231.35	14	0.42351
ENSDART00000143614.3	1222	1013.35	0	0
ENSDART00000101686.3	1187	978.348	32	1.21835
ENSDART00000014021.8	2063	1854.35	1065.87	21.4107
ENSDART00000151677.3	652	443.434	1.72408	0.144825
ENSDART00000142118.2	650	441.434	125.402	10.5817
ENSDART00000172890.2	739	530.398	0	0
ENSDART00000157243.3	6132	5923.35	261	1.64131
ENSDART00000073500.5	2409	2200.35	0	0
ENSDART00000168596.2	3166	2957.35	1303	16.4119
ENSDART00000092257.6	2279	2070.35	211.085	3.79779
ENSDART00000180157.1	1482	1273.35	0	0
ENSDART00000191112.1	1521	1312.35	7.91464	0.224646
ENSDART00000152809.2	305	114.258	0	0
ENSDART00000152262.2	477	270.388	0	0
ENSDART00000152464.3	2068	1859.35	479.644	9.60893
ENSDART00000128979.3	1626	1417.35	0.132913	0.00349307
ENSDART00000173245.2	1095	886.348	0	0
ENSDART00000137700.2	918	709.348	5.3495	0.280912
ENSDART00000142586.2	611	402.567	5.6505	0.522835
ENSDART00000164544.2	592	383.71	6	0.582459
ENSDART00000165081.2	754	545.376	0	0
ENSDART00000165905.2	228	59.2836	0	0
ENSDART00000060785.7	852	643.376	0	0
ENSDART00000055011.7	1696	1487.35	0	0
ENSDART00000146006.3	690	481.398	0	0
ENSDART00000140889.2	648	439.434	18.9598	1.60715
ENSDART00000142154.3	9804	9595.35	107.997	0.419245
ENSDART00000151740.2	1642	1433.35	0	0
ENSDART00000147176.2	1210	1001.35	0	0
ENSDART00000142597.3	1240	1031.35	0	0
ENSDART00000138794.2	785	576.376	87.5886	5.66054
ENSDART00000021683.10	2970	2761.35	2085.85	28.1371
ENSDART00000100328.4	1686	1477.35	111.608	2.81404
ENSDART00000149420.2	753	544.376	29.5573	2.02247
ENSDART00000149785.3	814	605.376	35.737	2.19892
ENSDART00000149817.3	588	379.755	2.67547	0.262429
ENSDART00000149479.2	703	494.398	0	0
ENSDART00000133844.3	789	580.376	0	0
ENSDART00000047211.8	1798	1589.35	252.923	5.9277
ENSDART00000187922.1	2014	1805.35	83.107	1.71472
ENSDART00000149928.3	1983	1774.35	918.312	19.2783
ENSDART00000164474.2	1446	1237.35	0	0
ENSDART00000156405.2	2185	1976.35	116.894	2.20315
ENSDART00000111238.3	2484	2275.35	8579.11	140.446
ENSDART00000137416.2	3765	3556.35	260.92	2.73287
ENSDART00000175455.2	3282	3073.35	0	0
ENSDART00000172979.2	917	708.348	16.0788	0.845517
ENSDART00000134363.3	889	680.376	0	0
ENSDART00000074099.6	648	439.434	0	0
ENSDART00000173069.2	512	304.607	0	0
ENSDART00000173428.2	2724	2515.35	472.175	6.99232
ENSDART00000183620.1	1460	1251.35	63.6836	1.89568
ENSDART00000045245.5	2116	1907.35	1753	34.2348
ENSDART00000167191.2	872	663.376	124.238	6.97605
ENSDART00000171862.2	1667	1458.35	112.555	2.87489
ENSDART00000163992.2	892	683.376	73.1573	3.98762
ENSDART00000170065.2	572	363.905	0	0
ENSDART00000158711.2	807	598.376	62.1211	3.86706
ENSDART00000158433.2	1884	1675.35	648.646	14.4218
ENSDART00000101636.4	1003	794.348	8	0.375142
ENSDART00000152438.2	352	153.811	0	0
ENSDART00000054879.6	905	696.376	55	2.94195
ENSDART00000104854.5	578	369.861	0	0
ENSDART00000150372.2	1997	1788.35	23.4095	0.487592
ENSDART00000167053.2	1323	1114.35	0	0
ENSDART00000080355.5	3261	3052.35	396.634	4.8403
ENSDART00000191610.1	6067	5858.35	0	0
ENSDART00000190055.1	6220	6011.35	558.083	3.45815
ENSDART00000127062.3	3258	3049.35	41	0.500833
ENSDART00000150365.2	1887	1678.35	63.7571	1.41502
ENSDART00000067028.4	2859	2650.35	67.5934	0.949988
ENSDART00000030683.8	2143	1934.35	3654	70.364
ENSDART00000149292.3	329	134.097	14.656	4.0711
ENSDART00000085888.6	4037	3828.35	1823.25	17.7399
ENSDART00000141190.3	1224	1015.35	0	0
ENSDART00000160174.3	2275	2066.35	219.844	3.96302
ENSDART00000169493.2	2275	2066.35	182.156	3.28365
ENSDART00000020297.9	1549	1340.35	0	0
ENSDART00000183850.1	2275	2066.35	0	0
ENSDART00000012963.6	952	743.348	242	12.1266
ENSDART00000147705.2	852	643.376	0	0
ENSDART00000165382.2	851	642.376	0	0
ENSDART00000166284.2	515	307.594	0	0
ENSDART00000124559.3	3868	3659.35	15.721	0.160027
ENSDART00000183547.1	609	400.599	12.279	1.14174
ENSDART00000137642.2	4008	3799.35	72	0.705895
ENSDART00000141200.2	1467	1258.35	4	0.118407
ENSDART00000178169.2	285	98.3651	0	0
ENSDART00000170878.2	1088	879.348	32.9761	1.39686
ENSDART00000171292.2	834	625.376	0	0
ENSDART00000102346.5	876	667.376	0.0239394	0.00133616
ENSDART00000059135.6	1359	1150.35	177.275	5.74028
ENSDART00000136853.2	1363	1154.35	27.1958	0.877571
ENSDART00000188705.1	1112	903.348	8.80416	0.363035
ENSDART00000003907.10	2538	2329.35	0	0
ENSDART00000140386.3	3443	3234.35	0	0
ENSDART00000088504.6	3434	3225.35	0	0
ENSDART00000159372.2	1220	1011.35	5864	215.978
ENSDART00000138469.2	986	777.348	90.6807	4.34526
ENSDART00000063329.6	2494	2285.35	941.319	15.3427
ENSDART00000104629.4	3427	3218.35	331.378	3.83537
ENSDART00000131748.2	897	688.376	76.6221	4.14614
ENSDART00000160853.2	937	728.348	318	16.2631
ENSDART00000141263.2	1155	946.348	32	1.25955
ENSDART00000172788.2	3087	2878.35	213.989	2.76927
ENSDART00000132282.3	1211	1002.35	101.988	3.79008
ENSDART00000145593.4	262	81.3444	0	0
ENSDART00000066784.8	2214	2005.35	225.609	4.19067
ENSDART00000102484.5	2137	1928.35	27.4021	0.529316
ENSDART00000128156.3	456	250.143	0	0
ENSDART00000052971.6	510	302.668	22	2.70753
ENSDART00000149635.2	2848	2639.35	58.9425	0.831856
ENSDART00000150074.2	548	340.216	33.297	3.64558
ENSDART00000105561.6	1559	1350.35	0	0
ENSDART00000183668.1	981	772.348	245.949	11.8617
ENSDART00000151481.2	526	318.456	20.6993	2.42116
ENSDART00000150766.2	275	90.8602	6.40435	2.62554
ENSDART00000150682.2	263	82.0222	0	0
ENSDART00000111636.4	4957	4748.35	3085.68	24.2061
ENSDART00000173802.2	921	712.348	111.655	5.83849
ENSDART00000182109.1	4955	4746.35	30.6699	0.240696
ENSDART00000131455.2	1641	1432.35	0	0
ENSDART00000109235.3	3204	2995.35	1844.16	22.9334
ENSDART00000155408.3	3052	2843.35	323.838	4.24243
ENSDART00000141934.3	408	204.65	0	0
ENSDART00000137059.2	948	739.348	51.3093	2.58501
ENSDART00000131210.2	856	647.376	5.65109	0.325156
ENSDART00000144878.2	811	602.376	2.63172	0.162738
ENSDART00000025451.7	1711	1502.35	10.8307	0.268535
ENSDART00000176372.2	2919	2710.35	154.712	2.12625
ENSDART00000192172.1	4078	3869.35	32.0104	0.308156
ENSDART00000157216.2	5243	5034.35	115	0.850885
ENSDART00000148080.2	2109	1900.35	128	2.50896
ENSDART00000172066.2	8182	7973.35	25062	117.082
ENSDART00000150480.2	1160	951.348	142.499	5.57942
ENSDART00000122968.3	998	789.348	0	0
ENSDART00000054202.8	2714	2505.35	2.08242	0.0309612
ENSDART00000151349.2	921	712.348	31.1155	1.62705
ENSDART00000151612.3	5571	5362.35	2171.61	15.0849
ENSDART00000007522.10	2392	2183.35	244	4.16278
ENSDART00000140751.3	868	659.376	1.79743	0.10154
ENSDART00000140468.2	1857	1648.35	262.869	5.94029
ENSDART00000157839.2	1842	1633.35	221.333	5.04759
ENSDART00000157802.2	3126	2917.35	811.919	10.3667
ENSDART00000164452.2	771	562.376	116.146	7.69298
ENSDART00000189963.1	5811	5602.35	770.28	5.12148
ENSDART00000159614.2	6051	5842.35	0	0
ENSDART00000182483.1	6023	5814.35	486.889	3.11921
ENSDART00000143393.3	1444	1235.35	0	0
ENSDART00000159910.2	1210	1001.35	0	0
ENSDART00000164973.2	1445	1236.35	0	0
ENSDART00000170185.2	1165	956.348	27.1934	1.05917
ENSDART00000158697.2	1212	1003.35	0	0
ENSDART00000036348.6	2655	2446.35	74.1375	1.12885
ENSDART00000187189.1	7344	7135.35	402.424	2.1008
ENSDART00000135291.3	553	345.147	0	0
ENSDART00000136576.2	730	521.398	0	0
ENSDART00000029646.7	704	495.398	28533.8	2145.47
ENSDART00000148062.2	777	568.376	331.847	21.748
ENSDART00000151603.2	791	582.376	217.701	13.9243
ENSDART00000152692.2	768	559.376	0	0
ENSDART00000134097.4	3546	3337.35	0	0
ENSDART00000023809.9	2570	2361.35	59.679	0.941408
ENSDART00000054693.5	1479	1270.35	54	1.58339
ENSDART00000189048.1	1543	1334.35	0	0
ENSDART00000156276.3	3202	2993.35	0	0
ENSDART00000156431.2	537	329.364	0	0
ENSDART00000189116.1	264	82.7067	5	2.25188
ENSDART00000185438.1	1617	1408.35	15.319	0.40517
ENSDART00000180504.1	2671	2462.35	11.681	0.176704
ENSDART00000142835.2	4716	4507.35	273.441	2.25974
ENSDART00000129259.5	1219	1010.35	17.3233	0.638668
ENSDART00000076120.6	1394	1185.35	18.5654	0.58341
ENSDART00000193593.1	1302	1093.35	160.733	5.476
ENSDART00000172737.2	1313	1104.35	105.378	3.55436
ENSDART00000173264.2	6838	6629.35	531.124	2.98429
ENSDART00000113157.4	1811	1602.35	295	6.85775
ENSDART00000143742.3	1811	1602.35	51	1.18558
ENSDART00000075918.4	1439	1230.35	22	0.666056
ENSDART00000152659.2	2539	2330.35	30	0.479531
ENSDART00000182836.1	543	335.27	0	0
ENSDART00000186076.1	1296	1087.35	0	0
ENSDART00000049976.4	1062	853.348	0	0
ENSDART00000155664.2	278	93.0908	19.4547	7.78454
ENSDART00000160612.2	4618	4409.35	2076.55	17.5422
ENSDART00000091159.6	4145	3936.35	3269.89	30.9426
ENSDART00000110544.3	7953	7744.35	885.291	4.25812
ENSDART00000047399.7	4126	3917.35	189.964	1.80633
ENSDART00000187624.1	1623	1414.35	9.4139	0.24793
ENSDART00000023452.10	2339	2130.35	1166	20.3875
ENSDART00000006549.8	2455	2246.35	434.588	7.20637
ENSDART00000136207.2	954	745.348	13.0177	0.650566
ENSDART00000190488.1	3784	3575.35	203.817	2.12343
ENSDART00000075989.6	3892	3683.35	530	5.35981
ENSDART00000122485.3	2044	1835.35	0	0
ENSDART00000144400.2	515	307.594	0	0
ENSDART00000089113.6	5504	5295.35	1100.14	7.73876
ENSDART00000103766.6	1775	1566.35	445.422	10.5925
ENSDART00000155697.2	852	643.376	65.4336	3.78837
ENSDART00000128309.3	3598	3389.35	2561.14	28.1471
ENSDART00000066904.4	601	392.663	770.273	73.0704
ENSDART00000146272.3	1011	802.348	118.727	5.51191
ENSDART00000152919.2	8110	7901.35	12.7956	0.0603218
ENSDART00000185962.1	2315	2106.35	13.2054	0.233527
ENSDART00000181154.1	4144	3935.35	69.0681	0.653749
ENSDART00000184792.1	1467	1258.35	7.78093	0.230328
ENSDART00000164721.2	1309	1100.35	0	0
ENSDART00000180101.1	4088	3879.35	0	0
ENSDART00000190159.1	4452	4243.35	0	0
ENSDART00000191811.1	3846	3637.35	565.803	5.79425
ENSDART00000188282.1	968	759.348	0	0
ENSDART00000181737.1	520	312.532	0	0
ENSDART00000132714.2	1494	1285.35	4	0.115919
ENSDART00000080789.6	4288	4079.35	44	0.401771
ENSDART00000191551.1	2820	2611.35	0	0
ENSDART00000081228.5	1361	1152.35	337	10.8934
ENSDART00000166632.2	1108	899.348	8	0.331344
ENSDART00000129663.3	1253	1044.35	84.5512	3.01572
ENSDART00000145516.3	1851	1642.35	89.8948	2.03885
ENSDART00000130768.3	1236	1027.35	0	0
ENSDART00000142935.2	383	181.432	45.3229	9.30509
ENSDART00000160909.3	3751	3542.35	101.039	1.06247
ENSDART00000125633.4	1541	1332.35	14028.7	392.207
ENSDART00000074787.4	2070	1861.35	16867.5	337.552
ENSDART00000183589.1	1604	1395.35	22579.9	602.776
ENSDART00000159021.2	1483	1274.35	99.8771	2.9194
ENSDART00000155320.2	1627	1418.35	246	6.46054
ENSDART00000147332.3	1497	1288.35	31.8752	0.921588
ENSDART00000062220.6	1047	838.348	0	0
ENSDART00000074819.5	1592	1383.35	7.33872	0.197608
ENSDART00000170480.2	1503	1294.35	69.3057	1.9945
ENSDART00000052904.8	5376	5167.35	168.292	1.21314
ENSDART00000192808.1	2051	1842.35	16.2634	0.328818
ENSDART00000106118.6	3798	3589.35	294.189	3.053
ENSDART00000082667.6	3132	2923.35	1119	14.2582
ENSDART00000156150.3	6533	6324.35	1405.96	8.28082
ENSDART00000103690.3	1245	1036.35	198.041	7.11812
ENSDART00000167710.2	2383	2174.35	14	0.239837
ENSDART00000167201.2	1462	1253.35	0	0
ENSDART00000159710.2	876	667.376	0	0
ENSDART00000143745.2	1719	1510.35	30.5088	0.752427
ENSDART00000041702.6	1718	1509.35	68.4912	1.69029
ENSDART00000058277.4	2695	2486.35	676.22	10.1308
ENSDART00000180124.1	2899	2690.35	0	0
ENSDART00000020136.8	2973	2764.35	8596.32	115.834
ENSDART00000160443.2	791	582.376	99.9524	6.39302
ENSDART00000163384.2	823	614.376	129.989	7.88116
ENSDART00000159048.3	2660	2451.35	117.739	1.78909
ENSDART00000078594.4	1969	1760.35	91	1.92557
ENSDART00000145933.3	2212	2003.35	2.07696	0.0386179
ENSDART00000142985.2	338	141.791	0	0
ENSDART00000177286.2	3319	3110.35	290.059	3.47372
ENSDART00000012234.8	2013	1804.35	1098.87	22.6853
ENSDART00000148948.2	662	453.434	0	0
ENSDART00000149593.2	841	632.376	57.7484	3.40158
ENSDART00000149245.2	754	545.376	59.3776	4.05549
ENSDART00000159578.2	1011	802.348	1	0.0464252
ENSDART00000192505.1	429	224.37	0	0
ENSDART00000168640.2	2853	2644.35	7178.63	101.121
ENSDART00000171752.2	901	692.376	1370.25	73.7178
ENSDART00000185187.1	1524	1315.35	358.888	10.1633
ENSDART00000185348.1	2620	2411.35	1199.23	18.5251
ENSDART00000143203.3	2629	2420.35	1057.57	16.276
ENSDART00000136796.2	813	604.376	183.18	11.2898
ENSDART00000113337.4	2198	1989.35	613.835	11.4936
ENSDART00000173397.2	2249	2040.35	0	0
ENSDART00000044080.7	1050	841.348	1083	47.9478
ENSDART00000138198.2	234	62.9368	4.17653	2.47188
ENSDART00000147957.2	553	345.147	6	0.647535
ENSDART00000189322.1	2082	1873.35	18.4519	0.366892
ENSDART00000181115.1	2058	1849.35	0	0
ENSDART00000190439.1	2190	1981.35	69.3716	1.30418
ENSDART00000004678.10	1833	1624.35	0	0
ENSDART00000167630.2	749	540.376	173.634	11.9689
ENSDART00000066123.7	1973	1764.35	1844.37	38.9385
ENSDART00000055432.8	548	340.216	1510	165.325
ENSDART00000142503.2	474	267.496	0	0
ENSDART00000150588.2	521	313.519	0	0
ENSDART00000087467.5	8022	7813.35	0	0
ENSDART00000184466.1	8560	8351.35	99.7512	0.444916
ENSDART00000009838.7	2356	2147.35	1552.12	26.9239
ENSDART00000126311.3	435	230	56.8832	9.21238
ENSDART00000158038.2	2010	1801.35	0	0
ENSDART00000139805.4	4126	3917.35	1538	14.6245
ENSDART00000051529.6	1241	1032.35	734.884	26.5161
ENSDART00000132857.3	534	326.417	0	0
ENSDART00000153079.3	2723	2514.35	499.561	7.40081
ENSDART00000156029.3	4469	4260.35	6.18258	0.0540557
ENSDART00000155177.2	924	715.348	0	0
ENSDART00000087084.5	5871	5662.35	306.817	2.01837
ENSDART00000156641.2	866	657.376	26.3704	1.49424
ENSDART00000154766.2	1931	1722.35	405.754	8.77522
ENSDART00000154412.2	394	191.544	8.87584	1.72607
ENSDART00000181347.1	1329	1120.35	0	0
ENSDART00000105988.5	5550	5341.35	23.5936	0.164535
ENSDART00000147900.2	1370	1161.35	253	8.11474
ENSDART00000081212.7	532	324.43	504	57.8664
ENSDART00000113081.5	8527	8318.35	277.468	1.24249
ENSDART00000158175.2	1791	1582.35	0	0
ENSDART00000139861.3	1226	1017.35	79.8172	2.92243
ENSDART00000140524.2	1201	992.348	0	0
ENSDART00000190954.1	603	394.631	0	0
ENSDART00000169880.2	355	156.362	0	0
ENSDART00000105898.6	761	552.376	64.2175	4.33047
ENSDART00000172861.2	464	257.825	51.9254	7.50191
ENSDART00000149646.3	4562	4353.35	1352.77	11.5749
ENSDART00000012586.9	4560	4351.35	303.769	2.60037
ENSDART00000012807.9	1132	923.348	83.4478	3.3664
ENSDART00000101845.5	823	614.376	0	0
ENSDART00000146460.2	720	511.398	0	0
ENSDART00000160144.2	1834	1625.35	1222.04	28.0063
ENSDART00000171131.2	2226	2017.35	3588.96	66.268
ENSDART00000076636.5	2440	2231.35	2607	43.5201
ENSDART00000166041.3	461	254.918	2645.1	386.508
ENSDART00000131721.4	3738	3529.35	807.11	8.51833
ENSDART00000088427.6	3319	3110.35	60.033	0.718947
ENSDART00000173332.2	467	260.72	1214.95	173.58
ENSDART00000133850.2	1448	1239.35	687.026	20.6489
ENSDART00000173206.2	4506	4297.35	2760.29	23.9261
ENSDART00000173367.2	795	586.376	87.0627	5.5306
ENSDART00000078652.6	1764	1555.35	0	0
ENSDART00000165842.2	1914	1705.35	38.9157	0.850018
ENSDART00000089136.5	945	736.348	0	0
ENSDART00000150469.2	1569	1360.35	0	0
ENSDART00000078266.5	1295	1086.35	2160.14	74.0677
ENSDART00000153185.2	473	266.518	15.1264	2.11409
ENSDART00000142818.4	9342	9133.35	1418.75	5.78619
ENSDART00000173546.2	680	471.398	0	0
ENSDART00000138298.2	740	531.376	306.803	21.5067
ENSDART00000142723.4	1290	1081.35	783.932	27.0041
ENSDART00000139546.2	805	596.376	798.898	49.8985
ENSDART00000142480.3	595	386.694	0	0
ENSDART00000142680.3	449	243.472	172.035	26.3199
ENSDART00000139134.2	445	239.619	306.364	47.6249
ENSDART00000182409.1	2002	1793.35	2314.22	48.068
ENSDART00000028500.8	2478	2269.35	1314.81	21.5814
ENSDART00000066450.6	791	582.376	4.14995	0.265434
ENSDART00000173270.2	3137	2928.35	1653.87	21.0376
ENSDART00000180437.1	1276	1067.35	353.276	12.3289
ENSDART00000042259.8	1880	1671.35	90	2.00582
ENSDART00000145573.2	586	377.755	0	0
ENSDART00000188042.1	1519	1310.35	0	0
ENSDART00000142533.2	261	80.641	0.153209	0.0707694
ENSDART00000112965.4	3051	2842.35	29.8468	0.391144
ENSDART00000125663.3	826	617.376	64	3.86141
ENSDART00000149893.2	6759	6550.35	345	1.96187
ENSDART00000037474.7	2584	2375.35	982.717	15.4105
ENSDART00000190410.1	5028	4819.35	270.456	2.09038
ENSDART00000131246.3	3536	3327.35	2.81045	0.0314626
ENSDART00000106272.4	1705	1496.35	0	0
ENSDART00000130618.3	1261	1052.35	19.2534	0.681497
ENSDART00000141179.3	600	391.678	0	0
ENSDART00000019289.6	1029	820.348	85.8165	3.89663
ENSDART00000147232.3	1047	838.348	9.9301	0.44121
ENSDART00000089596.6	3271	3062.35	320.212	3.89493
ENSDART00000077835.5	1252	1043.35	231	8.24706
ENSDART00000145192.3	1079	870.348	0	0
ENSDART00000135667.3	959	750.348	0	0
ENSDART00000140084.2	1011	802.348	10	0.464252
ENSDART00000167491.2	2311	2102.35	891.089	15.7882
ENSDART00000165276.2	911	702.348	59.5496	3.15822
ENSDART00000166443.2	1000	791.348	0	0
ENSDART00000165761.2	828	619.376	31.3611	1.88605
ENSDART00000034704.7	1443	1234.35	15132	456.64
ENSDART00000142120.2	727	518.398	663.269	47.6588
ENSDART00000137077.2	957	748.348	107.728	5.36217
ENSDART00000146154.2	674	465.398	116.818	9.34976
ENSDART00000182085.1	1279	1070.35	485.213	16.8859
ENSDART00000104791.4	1412	1203.35	46.476	1.43865
ENSDART00000131354.2	777	568.376	1483.71	97.2365
ENSDART00000132367.2	1135	926.348	436.531	17.5532
ENSDART00000143020.2	858	649.376	16.1121	0.924213
ENSDART00000132015.3	1499	1290.35	51.1591	1.47684
ENSDART00000098525.5	900	691.376	24.7288	1.33231
ENSDART00000138895.4	9597	9388.35	9.29503	0.0368789
ENSDART00000152749.2	701	492.398	0	0
ENSDART00000092705.6	8807	8598.35	83.881	0.363383
ENSDART00000144090.2	4922	4713.35	513.852	4.06093
ENSDART00000075191.7	2661	2452.35	3	0.0455675
ENSDART00000168358.2	3334	3125.35	0	0
ENSDART00000142697.3	1238	1029.35	0	0
ENSDART00000140319.3	1205	996.348	0	0
ENSDART00000110582.4	3460	3251.35	1189	13.6218
ENSDART00000173785.2	876	667.376	0	0
ENSDART00000133593.4	3917	3708.35	719	7.22212
ENSDART00000136591.3	639	430.434	0	0
ENSDART00000032141.9	4724	4515.35	350.996	2.89552
ENSDART00000079274.4	963	754.348	1516.46	74.8816
ENSDART00000138715.3	3643	3434.35	18	0.195229
ENSDART00000174101.2	811	602.376	30.0207	1.85639
ENSDART00000073846.5	2284	2075.35	1554.45	27.8998
ENSDART00000174120.2	705	496.398	12.4457	0.933915
ENSDART00000144389.3	350	152.043	0	0
ENSDART00000139256.2	461	254.918	0	0
ENSDART00000160855.2	765	556.376	0	0
ENSDART00000169308.2	4085	3876.35	838.446	8.05691
ENSDART00000055350.5	3615	3406.35	0	0
ENSDART00000189547.1	3655	3446.35	0	0
ENSDART00000192345.1	1983	1774.35	676.925	14.2108
ENSDART00000133929.3	2064	1855.35	352.503	7.07708
ENSDART00000139605.2	613	404.551	36.7865	3.38713
ENSDART00000028297.8	1350	1141.35	0.000325786	1.06324e-05
ENSDART00000029549.9	2963	2754.35	8775.14	118.673
ENSDART00000162983.3	6284	6075.35	3462.57	21.2297
ENSDART00000186216.1	6003	5794.35	400.306	2.57338
ENSDART00000183672.1	6172	5963.35	0	0
ENSDART00000126806.3	738	529.398	0	0
ENSDART00000192646.1	859	650.376	0	0
ENSDART00000157203.2	221	55.0862	0	0
ENSDART00000154951.2	506	298.74	760.864	94.8702
ENSDART00000155291.2	367	166.965	2.05918	0.459395
ENSDART00000154136.2	447	241.531	10.0764	1.55399
ENSDART00000149272.3	767	558.376	90.8081	6.05779
ENSDART00000149156.3	939	730.348	124.351	6.34213
ENSDART00000099497.5	924	715.348	0	0
ENSDART00000056474.7	803	594.376	28.0422	1.75738
ENSDART00000149314.3	792	583.376	0	0
ENSDART00000192632.1	1580	1371.35	0	0
ENSDART00000157136.3	1327	1118.35	626.549	20.8686
ENSDART00000182963.1	1643	1434.35	168.25	4.36935
ENSDART00000155681.3	1634	1425.35	0	0
ENSDART00000075491.5	916	707.348	496	26.1195
ENSDART00000132591.2	977	768.348	3	0.145439
ENSDART00000151022.2	611	402.567	0	0
ENSDART00000157683.2	331	135.813	0	0
ENSDART00000165918.2	3172	2963.35	25.8164	0.324511
ENSDART00000182069.1	4081	3872.35	0	0
ENSDART00000159697.2	3538	3329.35	0	0
ENSDART00000128732.3	1455	1246.35	11.8003	0.352673
ENSDART00000189539.1	3532	3323.35	132.264	1.48245
ENSDART00000134239.2	808	599.376	29.6742	1.84415
ENSDART00000145466.3	4009	3800.35	1233.2	12.0872
ENSDART00000131204.3	1048	839.348	24.5434	1.0892
ENSDART00000144372.2	669	460.398	27.3726	2.21462
ENSDART00000133530.2	821	612.376	79.704	4.84817
ENSDART00000191248.1	9036	8827.35	0	0
ENSDART00000191943.1	8814	8605.35	3.25028e-07	1.40692e-09
ENSDART00000030409.9	8967	8758.35	838.074	3.56432
ENSDART00000191320.1	8883	8674.35	0.00349752	1.5019e-05
ENSDART00000186494.1	8508	8299.35	4.28685	0.0192402
ENSDART00000169184.2	832	623.376	0	0
ENSDART00000166151.2	337	140.942	0	0
ENSDART00000163300.2	611	402.567	10	0.925291
ENSDART00000131657.3	2361	2152.35	56.8477	0.983823
ENSDART00000193959.1	8499	8290.35	76.0197	0.341562
ENSDART00000077998.6	8283	8074.35	226.718	1.04591
ENSDART00000015655.8	1462	1253.35	0	0
ENSDART00000135851.2	870	661.376	0	0
ENSDART00000079265.6	1673	1464.35	1540.09	39.1759
ENSDART00000146227.2	1839	1630.35	5	0.114237
ENSDART00000160317.2	1749	1540.35	207.817	5.02549
ENSDART00000171409.2	940	731.348	96.2726	4.90337
ENSDART00000165347.2	598	389.694	0	0
ENSDART00000158179.2	1395	1186.35	143.455	4.50423
ENSDART00000112819.5	2901	2692.35	0	0
ENSDART00000143138.2	1572	1363.35	0	0
ENSDART00000131495.2	1549	1340.35	0	0
ENSDART00000132850.2	1206	997.348	37.9209	1.41628
ENSDART00000048130.7	2081	1872.35	23.0791	0.459144
ENSDART00000137310.3	456	250.143	0	0
ENSDART00000114985.4	1683	1474.35	32	0.808474
ENSDART00000104209.4	1783	1574.35	8.65447	0.204765
ENSDART00000129915.3	1544	1335.35	44	1.22737
ENSDART00000041700.9	1309	1100.35	1138.44	38.5388
ENSDART00000141406.2	910	701.348	45.2929	2.40554
ENSDART00000140504.2	521	313.519	41.5589	4.9376
ENSDART00000066288.6	2943	2734.35	251	3.41929
ENSDART00000131706.2	131	19.7304	0	0
ENSDART00000102662.4	1547	1338.35	400	11.1329
ENSDART00000003193.6	1448	1239.35	0	0
ENSDART00000032603.5	934	725.348	175	8.98686
ENSDART00000185412.1	511	303.631	0	0
ENSDART00000150391.2	859	650.376	0	0
ENSDART00000174201.2	2851	2642.35	0	0
ENSDART00000073839.8	2898	2689.35	1366.45	18.9262
ENSDART00000026571.7	4488	4279.35	291.658	2.5387
ENSDART00000131574.3	2316	2107.35	72.0223	1.27306
ENSDART00000135436.3	2393	2184.35	318.323	5.42828
ENSDART00000151410.2	688	479.398	6.81954	0.529878
ENSDART00000102698.5	1875	1666.35	35.5814	0.795379
ENSDART00000102702.4	477	270.388	0	0
ENSDART00000139001.3	2883	2674.35	0	0
ENSDART00000090235.5	2870	2661.35	84.1338	1.17757
ENSDART00000086511.6	1995	1786.35	660	13.7624
ENSDART00000150246.2	1730	1521.35	59.2884	1.45163
ENSDART00000134681.2	237	64.7048	1.94324	1.11868
ENSDART00000147444.3	919	710.348	42.4618	2.22661
ENSDART00000134426.3	378	176.847	13.4352	2.82985
ENSDART00000140712.3	431	226.278	0	0
